Image,Predicted_Class,Confidence_Score
20190404105018_OBJ_7_1134_648.png,hill_mustard,0.9967257
20190404105021_OBJ_5_1022_732.png,hill_mustard,0.9999993
20190404105026_OBJ_9_583_154.png,hill_mustard,0.9998636
20190404105030_OBJ_11_420_519.png,hill_mustard,0.9641453
20190404105030_OBJ_14_77_314.png,hill_mustard,0.983869
20190404105033_OBJ_11_656_449.png,hill_mustard,0.995191
20190404105033_OBJ_12_135_365.png,hill_mustard,0.9999814
20190404105037_OBJ_12_1232_240.png,hill_mustard,0.9999614
20190404105037_OBJ_1_457_739.png,hill_mustard,0.99967086
20190404105042_OBJ_4_726_513.png,hill_mustard,0.9998423
20190404105042_OBJ_7_553_206.png,hill_mustard,0.99997103
20190404105042_OBJ_9_733_56.png,hill_mustard,0.97169465
20190404105100_OBJ_2_709_485.png,hill_mustard,0.9978187
20190404105126_OBJ_0_828_813.png,hill_mustard,0.8595755
20190404105136_OBJ_0_307_633.png,hill_mustard,0.99993765
20190404105159_OBJ_3_373_525.png,hill_mustard,0.99874395
20190404105216_OBJ_1_734_761.png,hill_mustard,0.9977222
20190404105216_OBJ_6_330_457.png,hill_mustard,0.9857022
20190404105223_OBJ_0_217_918.png,hill_mustard,0.99999523
20190404105223_OBJ_15_379_419.png,hill_mustard,0.9983974
20190404105223_OBJ_6_672_627.png,hill_mustard,0.9981501
20190404105223_OBJ_7_701_566.png,hill_mustard,0.9999999
20190404105228_OBJ_12_1124_354.png,hill_mustard,0.6865569
20190404105228_OBJ_13_633_351.png,hill_mustard,0.9711006
20190404105232_OBJ_12_121_196.png,hill_mustard,0.99418503
20190404105232_OBJ_4_976_387.png,hill_mustard,0.9998197
20190404105237_OBJ_5_718_400.png,hill_mustard,0.9080695
20190404105237_OBJ_8_102_265.png,hill_mustard,0.76278925
20190404105237_OBJ_9_448_43.png,hill_mustard,0.96288764
20190404105243_OBJ_11_459_384.png,birch,0.9469744
20190404105243_OBJ_3_655_745.png,hill_mustard,0.9997352
20190404105249_OBJ_7_578_139.png,hill_mustard,0.7995693
20190404105302_OBJ_10_183_293.png,hill_mustard,0.9107653
20190404105302_OBJ_3_961_549.png,hill_mustard,0.99997115
20190404105307_OBJ_13_1052_116.png,hill_mustard,0.9135188
20190404105307_OBJ_2_1055_707.png,hill_mustard,0.99996364
20190404105313_OBJ_0_331_856.png,hill_mustard,0.49574646
20190404105320_OBJ_5_937_447.png,hill_mustard,0.5507697
20190404105325_OBJ_0_1230_648.png,hill_mustard,0.6606718
20190404105325_OBJ_10_569_189.png,hill_mustard,0.5729768
20190404105325_OBJ_11_586_138.png,hill_mustard,0.9356463
20190404105325_OBJ_3_827_322.png,hill_mustard,0.950619
20190404105335_OBJ_12_131_91.png,birch,0.9961748
20190404105335_OBJ_2_407_790.png,hill_mustard,0.9999764
20190404105338_OBJ_4_389_88.png,birch,0.73893785
20190404105429_OBJ_1_1238_312.png,hill_mustard,0.99964166
20190404105436_OBJ_2_794_221.png,hill_mustard,0.9999771
20190404105445_OBJ_1_879_664.png,birch,0.62168837
20190404105445_OBJ_2_694_444.png,birch,0.99555826
20190404105445_OBJ_6_1019_97.png,hill_mustard,0.9994804
20190404105450_OBJ_2_652_698.png,hill_mustard,0.9990325
20190404105505_OBJ_1_1237_350.png,hill_mustard,0.9991479
20190404105509_OBJ_9_716_152.png,hill_mustard,0.9944401
20190404105528_OBJ_2_831_229.png,hill_mustard,0.90542775
20190404105532_OBJ_0_261_670.png,hill_mustard,0.8919263
20190404105532_OBJ_3_1172_341.png,hill_mustard,0.99988604
20190404105537_OBJ_7_1208_86.png,hill_mustard,0.9999888
20190404105544_OBJ_6_102_85.png,hill_mustard,0.99355245
20190404105549_OBJ_3_1108_589.png,hill_mustard,0.999997
20190404105549_OBJ_4_343_454.png,hill_mustard,0.9978405
20190404105549_OBJ_9_624_73.png,hill_mustard,0.99985886
20190404105610_OBJ_3_922_159.png,hill_mustard,0.9995974
20190404105614_OBJ_6_716_215.png,birch,0.97933394
20190404105629_OBJ_0_582_364.png,birch,0.9993237
20190404105629_OBJ_3_629_231.png,hill_mustard,0.9943295
20190404105700_OBJ_0_219_918.png,hill_mustard,1.0
20190404105700_OBJ_2_277_516.png,hill_mustard,0.9998203
20190404105704_OBJ_7_393_51.png,hill_mustard,0.9905392
20190404105704_OBJ_9_1223_363.png,hill_mustard,0.92115724
20190404105744_OBJ_0_1166_832.png,hill_mustard,0.99836975
20190404105744_OBJ_1_770_748.png,hill_mustard,0.9950773
20190404105744_OBJ_3_1195_640.png,hill_mustard,0.9911618
20190404105748_OBJ_1_967_693.png,hill_mustard,0.9985862
20190404105748_OBJ_8_304_72.png,hill_mustard,0.9322811
20190404105753_OBJ_0_949_744.png,hill_mustard,0.99967635
20190404105753_OBJ_13_717_270.png,hill_mustard,0.99999976
20190404105753_OBJ_9_678_392.png,birch,0.70317054
20190404105801_OBJ_4_127_679.png,hill_mustard,0.82406384
20190404105801_OBJ_6_864_623.png,hill_mustard,0.51026624
20190404105806_OBJ_4_465_619.png,hill_mustard,0.8460344
20190404105836_OBJ_3_91_521.png,hill_mustard,0.973384
20190404105836_OBJ_4_1002_376.png,hill_mustard,0.9999249
20190404105836_OBJ_6_1054_344.png,hill_mustard,0.9999875
20190404105840_OBJ_2_178_608.png,birch,0.9602174
20190404105840_OBJ_3_118_594.png,hill_mustard,0.99736834
20190404105844_OBJ_4_434_238.png,hill_mustard,0.9999877
20190404105854_OBJ_2_209_726.png,hill_mustard,0.97766894
20190404105859_OBJ_4_1050_676.png,hill_mustard,0.99996126
20190404105913_OBJ_5_556_214.png,hill_mustard,0.99146163
20190404105924_OBJ_5_91_365.png,hill_mustard,0.7257342
20190404105924_OBJ_7_144_232.png,hill_mustard,0.9999994
20190404105932_OBJ_4_1110_500.png,hill_mustard,0.98887056
20190404105932_OBJ_8_161_84.png,hill_mustard,0.9999058
20190404105938_OBJ_1_84_670.png,hill_mustard,0.9998492
20190404105938_OBJ_5_999_455.png,hill_mustard,0.99999213
20190404105942_OBJ_11_1125_254.png,hill_mustard,0.99999976
20190404105942_OBJ_17_296_110.png,hill_mustard,0.9999875
20190404105942_OBJ_6_636_389.png,hill_mustard,0.9975454
20190404105942_OBJ_7_1157_362.png,hill_mustard,0.9552125
20190404105949_OBJ_4_510_367.png,birch,0.8719367
20190404105953_OBJ_11_837_249.png,hill_mustard,0.8885283
20190404105953_OBJ_2_381_591.png,hill_mustard,0.9996331
20190404105958_OBJ_0_944_915.png,hill_mustard,0.9991417
20190404105958_OBJ_2_909_547.png,hill_mustard,0.9999192
20190404105958_OBJ_4_964_470.png,hill_mustard,0.9999938
20190404105958_OBJ_8_209_207.png,hill_mustard,0.9999995
20190404105958_OBJ_9_391_183.png,hill_mustard,0.9999397
20190404110006_OBJ_0_1085_899.png,hill_mustard,0.7442254
20190404110006_OBJ_14_178_381.png,birch,0.48232567
20190404110006_OBJ_1_1115_817.png,hill_mustard,0.9970908
20190404110006_OBJ_7_219_588.png,hill_mustard,0.97689646
20190404110013_OBJ_22_740_209.png,hill_mustard,0.9926246
20190404110013_OBJ_27_760_521.png,hill_mustard,0.9999999
20190404110013_OBJ_2_964_839.png,hill_mustard,0.6488528
20190404110013_OBJ_4_512_810.png,hill_mustard,1.0
20190404110019_OBJ_0_305_873.png,hill_mustard,0.9821571
20190404110019_OBJ_14_401_416.png,hill_mustard,0.9988035
20190404110019_OBJ_16_877_386.png,hill_mustard,0.9899738
20190404110019_OBJ_1_476_740.png,hill_mustard,0.9842332
20190404110019_OBJ_2_658_738.png,hill_mustard,0.9998037
20190404110023_OBJ_6_681_330.png,hill_mustard,0.9929636
20190404110029_OBJ_12_1174_329.png,hill_mustard,0.97193897
20190404110029_OBJ_5_715_515.png,hill_mustard,0.9854092
20190404110029_OBJ_7_1194_467.png,hill_mustard,0.9595316
20190404110039_OBJ_20_479_67.png,linden,0.60042727
20190404110039_OBJ_6_1121_472.png,hill_mustard,0.99830025
20190404110043_OBJ_13_1161_582.png,hill_mustard,0.9994863
20190404110043_OBJ_17_220_421.png,birch,0.48579618
20190404110043_OBJ_20_1203_373.png,hill_mustard,0.8138201
20190404110043_OBJ_24_142_271.png,hill_mustard,0.99149877
20190404110043_OBJ_25_1059_240.png,hill_mustard,0.99972147
20190404110043_OBJ_5_780_765.png,hill_mustard,0.49146047
20190404110047_OBJ_17_1154_423.png,hill_mustard,0.99724114
20190404110047_OBJ_1_544_832.png,hill_mustard,0.98201054
20190404110047_OBJ_25_707_160.png,hill_mustard,0.97919065
20190404110053_OBJ_16_1198_346.png,hill_mustard,0.71810263
20190404110053_OBJ_18_225_310.png,linden,0.8205391
20190404110053_OBJ_1_207_816.png,buckwheat,0.9739034
20190404110053_OBJ_29_305_51.png,hill_mustard,0.9998845
20190404110053_OBJ_4_64_703.png,hill_mustard,0.99319816
20190404110059_OBJ_23_94_282.png,hill_mustard,0.88494503
20190404110059_OBJ_4_511_574.png,hill_mustard,0.9700725
20190404110106_OBJ_0_742_918.png,hill_mustard,0.70609564
20190404110106_OBJ_12_843_356.png,hill_mustard,0.77821904
20190404110106_OBJ_15_1044_151.png,hill_mustard,0.6279621
20190404110106_OBJ_19_1141_457.png,hill_mustard,0.9493086
20190404110111_OBJ_15_706_337.png,birch,0.8313287
20190404110111_OBJ_24_133_139.png,hill_mustard,0.93983674
20190404110111_OBJ_2_373_549.png,birch,0.6900497
20190404110111_OBJ_30_420_55.png,hill_mustard,0.98434675
20190404110111_OBJ_7_73_482.png,birch,0.79358894
20190404110111_OBJ_8_708_476.png,hill_mustard,0.9669043
20190404110116_OBJ_12_650_228.png,birch,0.9761513
20190404110116_OBJ_1_1160_853.png,hill_mustard,0.99999
20190404110120_OBJ_0_180_916.png,hill_mustard,0.61510324
20190404110120_OBJ_13_601_291.png,birch,0.87773746
20190404110120_OBJ_16_263_155.png,hill_mustard,0.7298205
20190404110125_OBJ_0_736_888.png,hill_mustard,0.999987
20190404110125_OBJ_10_701_470.png,hill_mustard,0.9823613
20190404110125_OBJ_11_789_428.png,hill_mustard,0.99999046
20190404110131_OBJ_16_79_255.png,birch,0.91504395
20190404110131_OBJ_1_328_814.png,hill_mustard,0.9898767
20190404110131_OBJ_7_245_600.png,hill_mustard,0.9968925
20190404110136_OBJ_9_817_498.png,hill_mustard,0.9979944
20190404110141_OBJ_20_978_352.png,hill_mustard,0.9997191
20190404110141_OBJ_4_1178_733.png,hill_mustard,0.9539292
20190404110146_OBJ_16_1058_534.png,hill_mustard,1.0
20190404110146_OBJ_23_1213_426.png,hill_mustard,1.0
20190404110146_OBJ_36_374_182.png,hill_mustard,0.9029543
20190404110146_OBJ_39_983_49.png,hill_mustard,0.9997725
20190404110149_OBJ_11_808_251.png,hill_mustard,0.97514355
20190404110149_OBJ_12_651_248.png,hill_mustard,0.9953916
20190404110149_OBJ_4_1158_486.png,hill_mustard,0.79838836
20190404110149_OBJ_9_734_325.png,hill_mustard,0.98055685
20190404110154_OBJ_13_566_654.png,hill_mustard,0.63202703
20190404110154_OBJ_24_475_445.png,hill_mustard,0.9937046
20190404110154_OBJ_30_996_303.png,hill_mustard,0.99379694
20190404110154_OBJ_31_797_295.png,hill_mustard,0.9999931
20190404110154_OBJ_36_336_128.png,hill_mustard,0.9999726
20190404110154_OBJ_5_228_849.png,hill_mustard,0.99895144
20190404110201_OBJ_11_43_449.png,hill_mustard,0.96731555
20190404110201_OBJ_17_362_193.png,hill_mustard,0.9999993
20190404110201_OBJ_18_777_183.png,hill_mustard,0.99999917
20190404110201_OBJ_23_275_124.png,hill_mustard,0.9933518
20190404110201_OBJ_4_972_641.png,hill_mustard,0.99999964
20190404110201_OBJ_7_799_567.png,hill_mustard,0.99997485
20190404110207_OBJ_12_640_419.png,hill_mustard,0.99426913
20190404110207_OBJ_24_727_146.png,hill_mustard,0.9999932
20190404110207_OBJ_28_495_250.png,hill_mustard,0.9999994
20190404110207_OBJ_2_487_800.png,hill_mustard,0.9999553
20190404110207_OBJ_3_218_797.png,hill_mustard,0.9999958
20190404110213_OBJ_1_984_796.png,hill_mustard,0.9988846
20190404110213_OBJ_6_1106_565.png,hill_mustard,0.9978909
20190404110218_OBJ_15_817_377.png,hill_mustard,0.9995284
20190404110218_OBJ_21_181_98.png,hill_mustard,0.99999964
20190404110218_OBJ_22_324_51.png,birch,0.985031
20190404110218_OBJ_7_624_575.png,hill_mustard,0.9998815
20190404110223_OBJ_0_1087_888.png,hill_mustard,0.9957937
20190404110223_OBJ_16_111_263.png,hill_mustard,0.9999143
20190404110237_OBJ_2_1064_606.png,hill_mustard,0.99748284
20190404110237_OBJ_8_806_247.png,hill_mustard,0.9965752
20190404110246_OBJ_12_1228_393.png,birch,0.92252964
20190404110246_OBJ_1_380_784.png,hill_mustard,0.9043059
20190404110246_OBJ_20_268_116.png,hill_mustard,0.9966516
20190404110246_OBJ_24_64_75.png,birch,0.9963272
20190404110246_OBJ_2_74_744.png,hill_mustard,0.9313608
20190404110250_OBJ_0_667_884.png,birch,0.91730094
20190404110250_OBJ_18_551_692.png,hill_mustard,0.9999783
20190404110250_OBJ_1_608_756.png,hill_mustard,0.986101
20190404110250_OBJ_3_941_539.png,birch,0.97237104
20190404110254_OBJ_15_457_310.png,hill_mustard,0.9319052
20190404110254_OBJ_17_1029_132.png,hill_mustard,0.959444
20190404110254_OBJ_18_143_129.png,hill_mustard,0.99999046
20190404110300_OBJ_11_1069_275.png,hill_mustard,0.78022385
20190404110300_OBJ_1_1009_777.png,hill_mustard,0.90632814
20190404110304_OBJ_17_1056_270.png,hill_mustard,0.999778
20190404110304_OBJ_1_341_810.png,hill_mustard,0.9996803
20190404110304_OBJ_4_1208_692.png,hill_mustard,0.9124754
20190404110304_OBJ_7_307_562.png,hill_mustard,0.60487884
20190404110307_OBJ_14_84_338.png,hill_mustard,0.6249947
20190404110307_OBJ_22_839_94.png,hill_mustard,0.9999597
20190404110307_OBJ_25_1075_46.png,hill_mustard,0.9998417
20190404110307_OBJ_3_545_800.png,birch,0.95862573
20190404110312_OBJ_1_708_748.png,birch,0.78092515
20190404110312_OBJ_5_1160_732.png,hill_mustard,0.9952394
20190404110312_OBJ_6_415_602.png,hill_mustard,0.9632898
20190404110316_OBJ_12_207_543.png,birch,0.8889959
20190404110316_OBJ_1_235_855.png,hill_mustard,0.87311965
20190404110316_OBJ_20_516_340.png,birch,0.8407989
20190404110316_OBJ_4_327_790.png,birch,0.9605806
20190404110316_OBJ_8_386_608.png,birch,0.97722214
20190404110320_OBJ_15_1004_425.png,hill_mustard,0.9884652
20190404110320_OBJ_4_982_750.png,hill_mustard,0.9848263
20190404110320_OBJ_6_1174_664.png,birch,0.7676301
20190404110324_OBJ_31_800_180.png,hill_mustard,0.667864
20190404110329_OBJ_11_177_630.png,birch,0.69633704
20190404110329_OBJ_18_711_576.png,hill_mustard,0.5465775
20190404110329_OBJ_19_1194_575.png,birch,0.9953322
20190404110329_OBJ_23_449_523.png,birch,0.5753436
20190404110329_OBJ_25_1025_494.png,birch,0.7697492
20190404110329_OBJ_26_61_444.png,birch,0.8599503
20190404110329_OBJ_2_719_862.png,birch,0.94017035
20190404110329_OBJ_34_1082_332.png,birch,0.977473
20190404110329_OBJ_42_294_222.png,birch,0.9999465
20190404110329_OBJ_46_1079_139.png,hill_mustard,0.7506325
20190404110329_OBJ_53_292_58.png,hill_mustard,0.5341807
20190404110333_OBJ_13_1111_577.png,hill_mustard,0.99999654
20190404110333_OBJ_17_42_526.png,birch,0.99707246
20190404110333_OBJ_28_1197_273.png,birch,0.8847346
20190404110333_OBJ_3_469_753.png,birch,0.9848018
20190404110338_OBJ_10_865_617.png,birch,0.9942141
20190404110338_OBJ_12_410_549.png,buckwheat,0.7911377
20190404110338_OBJ_25_650_236.png,buckwheat,0.9089156
20190404110338_OBJ_2_1124_827.png,birch,0.9480541
20190404110338_OBJ_33_203_160.png,birch,0.99918383
20190404110338_OBJ_40_764_44.png,hill_mustard,0.650535
20190404110338_OBJ_6_914_691.png,hill_mustard,0.99722606
20190404110338_OBJ_7_139_672.png,birch,0.9984573
20190404110343_OBJ_12_1222_659.png,birch,0.87412614
20190404110343_OBJ_13_1075_634.png,birch,0.99276686
20190404110343_OBJ_15_216_599.png,hill_mustard,0.53753144
20190404110343_OBJ_19_51_411.png,birch,0.90281844
20190404110343_OBJ_24_164_343.png,hill_mustard,0.88835037
20190404110343_OBJ_28_1163_310.png,birch,0.7532676
20190404110343_OBJ_31_197_258.png,birch,0.90057117
20190404110343_OBJ_41_889_95.png,linden,0.46426463
20190404110343_OBJ_45_1127_53.png,birch,0.9908655
20190404110343_OBJ_6_284_732.png,hill_mustard,0.973612
20190404110343_OBJ_7_80_730.png,birch,0.77135503
20190404110343_OBJ_9_765_683.png,hill_mustard,0.9999975
20190404110350_OBJ_0_224_908.png,hill_mustard,0.9911341
20190404110350_OBJ_11_495_757.png,birch,0.9773737
20190404110350_OBJ_17_410_633.png,birch,0.97128683
20190404110350_OBJ_26_563_466.png,birch,0.9745276
20190404110350_OBJ_3_1093_856.png,hill_mustard,0.5729396
20190404110350_OBJ_43_762_219.png,birch,0.50000095
20190404110350_OBJ_6_499_809.png,hill_mustard,0.62595487
20190404110350_OBJ_7_957_802.png,hill_mustard,0.8953591
20190404110350_OBJ_9_99_786.png,birch,0.96760744
20190404110413_OBJ_14_170_651.png,birch,0.92222995
20190404110413_OBJ_15_1086_650.png,birch,0.9943697
20190404110413_OBJ_16_177_606.png,birch,0.58722097
20190404110413_OBJ_24_367_588.png,birch,0.9816063
20190404110413_OBJ_52_661_134.png,birch,0.9843053
20190404110413_OBJ_55_884_106.png,hill_mustard,0.57533467
20190404110413_OBJ_58_1065_48.png,birch,0.8761851
20190404110424_OBJ_13_962_784.png,birch,0.9740669
20190404110424_OBJ_1_399_899.png,birch,0.9556059
20190404110424_OBJ_25_213_589.png,hill_mustard,1.0
20190404110424_OBJ_28_352_488.png,birch,0.99985087
20190404110424_OBJ_29_198_479.png,birch,0.9012654
20190404110424_OBJ_2_266_896.png,birch,0.98562884
20190404110424_OBJ_40_148_232.png,birch,0.99231285
20190404110424_OBJ_44_1051_59.png,birch,0.99971443
20190404110433_OBJ_10_158_701.png,birch,0.9923792
20190404110433_OBJ_26_1065_476.png,birch,0.9582925
20190404110433_OBJ_28_889_438.png,birch,0.7375495
20190404110433_OBJ_35_42_329.png,birch,0.9861128
20190404110433_OBJ_37_314_318.png,birch,0.9739629
20190404110433_OBJ_3_705_843.png,hill_mustard,1.0
20190404110433_OBJ_44_496_252.png,birch,0.9976052
20190404110439_OBJ_12_293_665.png,birch,0.99223834
20190404110439_OBJ_14_866_636.png,birch,0.99876213
20190404110439_OBJ_32_346_227.png,birch,0.683145
20190404110439_OBJ_42_187_57.png,birch,0.9990613
20190404110439_OBJ_44_513_663.png,birch,0.97752666
20190404110446_OBJ_11_429_715.png,birch,0.98980355
20190404110446_OBJ_14_452_644.png,hill_mustard,0.7153108
20190404110446_OBJ_26_472_487.png,birch,0.997795
20190404110446_OBJ_27_144_470.png,hill_mustard,0.9584479
20190404110446_OBJ_31_395_406.png,birch,0.9988482
20190404110446_OBJ_37_309_353.png,birch,0.80082244
20190404110446_OBJ_39_420_336.png,birch,0.9608793
20190404110446_OBJ_40_125_316.png,birch,0.8866
20190404110446_OBJ_46_657_191.png,birch,0.9897977
20190404110446_OBJ_4_760_858.png,birch,0.8376706
20190404110446_OBJ_51_458_134.png,birch,0.9890071
20190404110452_OBJ_15_582_580.png,birch,0.96140426
20190404110452_OBJ_28_775_364.png,birch,0.81716895
20190404110452_OBJ_32_667_287.png,hill_mustard,0.8990145
20190404110452_OBJ_33_626_267.png,hill_mustard,0.7992592
20190404110452_OBJ_42_673_126.png,hill_mustard,0.894713
20190404110452_OBJ_7_547_707.png,birch,0.62176055
20190404110457_OBJ_0_831_826.png,hill_mustard,0.95970863
20190404110457_OBJ_15_507_530.png,birch,0.49715808
20190404110457_OBJ_22_247_293.png,birch,0.99732864
20190404110457_OBJ_29_524_108.png,birch,0.88097703
20190404110457_OBJ_30_244_93.png,hill_mustard,0.870698
20190404110457_OBJ_9_1017_637.png,birch,0.9784702
20190404110505_OBJ_25_62_238.png,birch,0.8663448
